1.15E-05	0.496190476
6.91E-05	0.502539683
0.0001267	0.512698413
0.0001843	0.502539683
0.0002419	0.502539683
0.0002995	0.509206349
0.0003571	0.502539683
0.0004147	0.502539683
0.0004724	0.509206349
0.00053	0.499365079
0.0005876	0.509206349
0.0006452	0.509206349
0.0007028	0.505714286
0.0007604	0.512698413
0.000818	0.516190476
0.0008756	0.509206349
0.0009332	0.516190476
0.0009908	0.516190476
0.001048	0.509206349
0.001106	0.516190476
0.001164	0.509206349
0.001221	0.512698413
0.001279	0.512698413
0.001336	0.505714286
0.001394	0.505714286
0.001452	0.509206349
0.001509	0.502539683
0.001567	0.502539683
0.001624	0.505714286
0.001682	0.496190476
0.00174	0.496190476
0.001797	0.499365079
0.001855	0.496190476
0.001912	0.496190476
0.00197	0.499365079
0.002028	0.49015873
0.002085	0.496190476
0.002143	0.493015873
0.0022	0.49015873
0.002258	0.496190476
0.002316	0.493015873
0.002373	0.486984127
0.002431	0.493015873
0.002488	0.493015873
0.002546	0.49015873
0.002604	0.496190476
0.002661	0.49015873
0.002719	0.486984127
0.002776	0.496190476
0.002834	0.493015873
0.002892	0.493015873
0.002949	0.499365079
0.003007	0.49015873
0.003065	0.493015873
0.003122	0.496190476
0.00318	0.493015873
0.003237	0.496190476
0.003295	0.502539683
0.003353	0.496190476
0.00341	0.502539683
0.003468	0.502539683
0.003525	0.499365079
0.003583	0.505714286
0.003641	0.509206349
0.003698	0.499365079
0.003756	0.509206349
0.003813	0.509206349
0.003871	0.502539683
0.003929	0.512698413
0.003986	0.509206349
0.004044	0.505714286
0.004101	0.512698413
0.004159	0.505714286
0.004217	0.502539683
0.004274	0.516190476
0.004332	0.505714286
0.004389	0.505714286
0.004447	0.516190476
0.004505	0.509206349
0.004562	0.505714286
